task_id,field,db,api,dom,verdict
t_0cf38986,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_0cf38986,priority,0,0,NULL,IMPLICIT_ZERO
t_0cf38986,cost_effective_usd,0.17397999999999997,0.17397999999999997,"$0,17",MATCH
t_0cf38986,comment_count,5,5,NULL,OMITTED_NONZERO
t_0cf38986,link_parents,0,0,NULL,IMPLICIT_ZERO
t_0cf38986,link_children,0,0,NULL,IMPLICIT_ZERO
t_0cf38986,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_0cf38986,created_at,1783661248,1783661248,NULL,OMITTED_NON_NULL
t_0cf38986,started_at,1783662451,1783662451,NULL,OMITTED_NON_NULL
t_0cf38986,completed_at,1783662655,1783662655,NULL,OMITTED_NON_NULL
t_0cf38986,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_0cf38986,last_heartbeat_at,1783662638,1783662638,NULL,OMITTED_NON_NULL
t_9f5879a8,title,Map dictation lifecycle and durable APK delivery paths,Map dictation lifecycle and durable APK delivery paths,Map dictation lifecycle and durable APK delivery paths,MATCH
t_9f5879a8,status,done,done,done,MATCH
t_9f5879a8,assignee,scout,scout,S,PARTIAL_INITIAL_ONLY
t_9f5879a8,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_9f5879a8,priority,0,0,NULL,IMPLICIT_ZERO
t_9f5879a8,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_9f5879a8,comment_count,0,0,NULL,IMPLICIT_ZERO
t_9f5879a8,link_parents,0,0,NULL,IMPLICIT_ZERO
t_9f5879a8,link_children,3,3,3,MATCH
t_9f5879a8,progress,"{""done"": 1, ""total"": 3}","{""done"": 1, ""total"": 3}",1/3,MATCH
t_9f5879a8,created_at,1783715595,1783715595,NULL,OMITTED_NON_NULL
t_9f5879a8,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_9f5879a8,completed_at,1783717158,1783717158,NULL,OMITTED_NON_NULL
t_9f5879a8,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_9f5879a8,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_62810c02,title,Conflict-fixer: repeated dictation and durable debug APK,Conflict-fixer: repeated dictation and durable debug APK,Conflict-fixer: repeated dictation and durable debug APK,MATCH
t_62810c02,status,done,done,done,MATCH
t_62810c02,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_62810c02,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_62810c02,priority,0,0,NULL,IMPLICIT_ZERO
t_62810c02,cost_effective_usd,10.775153999999999,10.775153999999999,"$10,78",MATCH
t_62810c02,comment_count,13,13,NULL,OMITTED_NONZERO
t_62810c02,link_parents,1,1,NULL,OMITTED_NONZERO
t_62810c02,link_children,1,1,1,MATCH
t_62810c02,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_62810c02,created_at,1783718236,1783718236,NULL,OMITTED_NON_NULL
t_62810c02,started_at,1783718270,1783718270,NULL,OMITTED_NON_NULL
t_62810c02,completed_at,1783723060,1783723060,NULL,OMITTED_NON_NULL
t_62810c02,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_62810c02,last_heartbeat_at,1783722105,1783722105,NULL,OMITTED_NON_NULL
t_8a33384c,title,PlanSpec GATE-TRIAGE-PYTHON-56b5f579: Persistente rote Naechte am Gate 'python' triagieren (wechselnde Ursachen),PlanSpec GATE-TRIAGE-PYTHON-56b5f579: Persistente rote Naechte am Gate 'python' triagieren (wechselnde Ursachen),PlanSpec GATE-TRIAGE-PYTHON-56b5f579: Persistente rote Naechte am Gate 'python' triagieren (wechselnde Ursachen),MATCH
t_8a33384c,status,done,done,done,MATCH
t_8a33384c,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_8a33384c,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_8a33384c,priority,0,0,NULL,IMPLICIT_ZERO
t_8a33384c,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_8a33384c,comment_count,2,2,NULL,OMITTED_NONZERO
t_8a33384c,link_parents,2,2,NULL,OMITTED_NONZERO
t_8a33384c,link_children,0,0,NULL,IMPLICIT_ZERO
t_8a33384c,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_8a33384c,created_at,1783740880,1783740880,NULL,OMITTED_NON_NULL
t_8a33384c,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_8a33384c,completed_at,1783812027,1783812027,NULL,OMITTED_NON_NULL
t_8a33384c,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_8a33384c,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d7b00e82,title,Persistente rote Naechte am Gate 'python' triagieren (wechselnde Ursachen) (Build plus Test),Persistente rote Naechte am Gate 'python' triagieren (wechselnde Ursachen) (Build plus Test),Persistente rote Naechte am Gate 'python' triagieren (wechselnde Ursachen) (Build plus Test),MATCH
t_d7b00e82,status,done,done,done,MATCH
t_d7b00e82,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_d7b00e82,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_d7b00e82,priority,0,0,NULL,IMPLICIT_ZERO
t_d7b00e82,cost_effective_usd,3.561616,3.561616,"$3,56",MATCH
t_d7b00e82,comment_count,4,4,NULL,OMITTED_NONZERO
t_d7b00e82,link_parents,0,0,NULL,IMPLICIT_ZERO
t_d7b00e82,link_children,2,2,2,MATCH
t_d7b00e82,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_d7b00e82,created_at,1783740880,1783740880,NULL,OMITTED_NON_NULL
t_d7b00e82,started_at,1783811038,1783811038,NULL,OMITTED_NON_NULL
t_d7b00e82,completed_at,1783811783,1783811783,NULL,OMITTED_NON_NULL
t_d7b00e82,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d7b00e82,last_heartbeat_at,1783811779,1783811779,NULL,OMITTED_NON_NULL
t_c94ed8e2,title,Review-Urteil zum Hebel,Review-Urteil zum Hebel,Review-Urteil zum Hebel,MATCH
t_c94ed8e2,status,done,done,done,MATCH
t_c94ed8e2,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_c94ed8e2,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_c94ed8e2,priority,0,0,NULL,IMPLICIT_ZERO
t_c94ed8e2,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_c94ed8e2,comment_count,1,1,NULL,OMITTED_NONZERO
t_c94ed8e2,link_parents,1,1,NULL,OMITTED_NONZERO
t_c94ed8e2,link_children,1,1,1,MATCH
t_c94ed8e2,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_c94ed8e2,created_at,1783740880,1783740880,NULL,OMITTED_NON_NULL
t_c94ed8e2,started_at,1783811840,1783811840,NULL,OMITTED_NON_NULL
t_c94ed8e2,completed_at,1783812019,1783812019,NULL,OMITTED_NON_NULL
t_c94ed8e2,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_c94ed8e2,last_heartbeat_at,1783811902,1783811902,NULL,OMITTED_NON_NULL
t_afb79358,title,PlanSpec ESCALATION-CLASSIFY-RELEASE-GATE-PARK: Klassifikator: 'awaiting release-gate GO'-Parks als operator-gated statt unclassified verbuchen,PlanSpec ESCALATION-CLASSIFY-RELEASE-GATE-PARK: Klassifikator: 'awaiting release-gate GO'-Parks als operator-gated statt unclassified verbuchen,PlanSpec ESCALATION-CLASSIFY-RELEASE-GATE-PARK: Klassifikator: 'awaiting release-gate GO'-Parks als operator-gated statt unclassified verbuchen,MATCH
t_afb79358,status,done,done,done,MATCH
t_afb79358,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_afb79358,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_afb79358,priority,0,0,NULL,IMPLICIT_ZERO
t_afb79358,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_afb79358,comment_count,6,6,NULL,OMITTED_NONZERO
t_afb79358,link_parents,2,2,NULL,OMITTED_NONZERO
t_afb79358,link_children,0,0,NULL,IMPLICIT_ZERO
t_afb79358,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_afb79358,created_at,1783742969,1783742969,NULL,OMITTED_NON_NULL
t_afb79358,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_afb79358,completed_at,1783813768,1783813768,NULL,OMITTED_NON_NULL
t_afb79358,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_afb79358,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_461aee5e,title,Klassifikator: 'awaiting release-gate GO'-Parks als operator-gated statt unclassified verbuchen (Build plus Test),Klassifikator: 'awaiting release-gate GO'-Parks als operator-gated statt unclassified verbuchen (Build plus Test),Klassifikator: 'awaiting release-gate GO'-Parks als operator-gated statt unclassified verbuchen (Build plus Test),MATCH
t_461aee5e,status,done,done,done,MATCH
t_461aee5e,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_461aee5e,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_461aee5e,priority,0,0,NULL,IMPLICIT_ZERO
t_461aee5e,cost_effective_usd,3.6776290000000005,3.6776290000000005,"$3,68",MATCH
t_461aee5e,comment_count,3,3,NULL,OMITTED_NONZERO
t_461aee5e,link_parents,0,0,NULL,IMPLICIT_ZERO
t_461aee5e,link_children,2,2,2,MATCH
t_461aee5e,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_461aee5e,created_at,1783742969,1783742969,NULL,OMITTED_NON_NULL
t_461aee5e,started_at,1783811227,1783811227,NULL,OMITTED_NON_NULL
t_461aee5e,completed_at,1783812231,1783812231,NULL,OMITTED_NON_NULL
t_461aee5e,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_461aee5e,last_heartbeat_at,1783812148,1783812148,NULL,OMITTED_NON_NULL
t_ab902c8d,title,Review-Urteil zum Hebel,Review-Urteil zum Hebel,Review-Urteil zum Hebel,MATCH
t_ab902c8d,status,done,done,done,MATCH
t_ab902c8d,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_ab902c8d,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_ab902c8d,priority,0,0,NULL,IMPLICIT_ZERO
t_ab902c8d,cost_effective_usd,0.8318345,0.8318345,"$0,83",MATCH
t_ab902c8d,comment_count,1,1,NULL,OMITTED_NONZERO
t_ab902c8d,link_parents,1,1,NULL,OMITTED_NONZERO
t_ab902c8d,link_children,1,1,1,MATCH
t_ab902c8d,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_ab902c8d,created_at,1783742969,1783742969,NULL,OMITTED_NON_NULL
t_ab902c8d,started_at,1783812269,1783812269,NULL,OMITTED_NON_NULL
t_ab902c8d,completed_at,1783812402,1783812402,NULL,OMITTED_NON_NULL
t_ab902c8d,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_ab902c8d,last_heartbeat_at,1783812330,1783812330,NULL,OMITTED_NON_NULL
t_007109da,title,[Release-Gate] Dashboard build + runtime activation check for t_28cc9e79,[Release-Gate] Dashboard build + runtime activation check for t_28cc9e79,[Release-Gate] Dashboard build + runtime activation check for t_28cc9e79,MATCH
t_007109da,status,done,done,done,MATCH
t_007109da,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_007109da,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_007109da,priority,0,0,NULL,IMPLICIT_ZERO
t_007109da,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_007109da,comment_count,7,7,NULL,OMITTED_NONZERO
t_007109da,link_parents,2,2,NULL,OMITTED_NONZERO
t_007109da,link_children,0,0,NULL,IMPLICIT_ZERO
t_007109da,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_007109da,created_at,1783807770,1783807770,NULL,OMITTED_NON_NULL
t_007109da,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_007109da,completed_at,1783834835,1783834835,NULL,OMITTED_NON_NULL
t_007109da,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_007109da,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_56adaae8,title,PlanSpec 2026-07-11-briefings-mobile-readability-planspec: PlanSpec: Briefings auf dem Handy lesbar machen,PlanSpec 2026-07-11-briefings-mobile-readability-planspec: PlanSpec: Briefings auf dem Handy lesbar machen,PlanSpec 2026-07-11-briefings-mobile-readability-planspec: PlanSpec: Briefings auf dem Handy lesbar machen,MATCH
t_56adaae8,status,done,done,done,MATCH
t_56adaae8,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_56adaae8,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_56adaae8,priority,0,0,NULL,IMPLICIT_ZERO
t_56adaae8,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_56adaae8,comment_count,2,2,NULL,OMITTED_NONZERO
t_56adaae8,link_parents,1,1,NULL,OMITTED_NONZERO
t_56adaae8,link_children,0,0,NULL,IMPLICIT_ZERO
t_56adaae8,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_56adaae8,created_at,1783808345,1783808345,NULL,OMITTED_NON_NULL
t_56adaae8,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_56adaae8,completed_at,1783813938,1783813938,NULL,OMITTED_NON_NULL
t_56adaae8,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_56adaae8,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_f8451f63,title,Markdown-Code im Control-Reader mobil lesbar machen und live verifizieren,Markdown-Code im Control-Reader mobil lesbar machen und live verifizieren,Markdown-Code im Control-Reader mobil lesbar machen und live verifizieren,MATCH
t_f8451f63,status,done,done,done,MATCH
t_f8451f63,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_f8451f63,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_f8451f63,priority,0,0,NULL,IMPLICIT_ZERO
t_f8451f63,cost_effective_usd,12.260196999999998,12.260196999999998,"$12,26",MATCH
t_f8451f63,comment_count,13,13,NULL,OMITTED_NONZERO
t_f8451f63,link_parents,0,0,NULL,IMPLICIT_ZERO
t_f8451f63,link_children,1,1,1,MATCH
t_f8451f63,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_f8451f63,created_at,1783808345,1783808345,NULL,OMITTED_NON_NULL
t_f8451f63,started_at,1783809639,1783809639,NULL,OMITTED_NON_NULL
t_f8451f63,completed_at,1783813933,1783813933,NULL,OMITTED_NON_NULL
t_f8451f63,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_f8451f63,last_heartbeat_at,1783813756,1783813756,NULL,OMITTED_NON_NULL
t_97de5f49,title,"Recon: Browser-/MCP-Prozess-Spawner, bestehende Reap-/Prune-Skripte und Unit-Konventionen kartieren","Recon: Browser-/MCP-Prozess-Spawner, bestehende Reap-/Prune-Skripte und Unit-Konventionen kartieren","Recon: Browser-/MCP-Prozess-Spawner, bestehende Reap-/Prune-Skripte und Unit-Konventionen kartieren",MATCH
t_97de5f49,status,done,done,done,MATCH
t_97de5f49,assignee,scout,scout,S,PARTIAL_INITIAL_ONLY
t_97de5f49,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_97de5f49,priority,0,0,NULL,IMPLICIT_ZERO
t_97de5f49,cost_effective_usd,0.7864695,0.7864695,"$0,79",MATCH
t_97de5f49,comment_count,1,1,NULL,OMITTED_NONZERO
t_97de5f49,link_parents,0,0,NULL,IMPLICIT_ZERO
t_97de5f49,link_children,5,5,5,MATCH
t_97de5f49,progress,"{""done"": 3, ""total"": 5}","{""done"": 3, ""total"": 5}",3/5,MATCH
t_97de5f49,created_at,1783808371,1783808371,NULL,OMITTED_NON_NULL
t_97de5f49,started_at,1783809641,1783809641,NULL,OMITTED_NON_NULL
t_97de5f49,completed_at,1783809755,1783809755,NULL,OMITTED_NON_NULL
t_97de5f49,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_97de5f49,last_heartbeat_at,1783809707,1783809707,NULL,OMITTED_NON_NULL
t_db91974a,title,"agent-browser-reap: ui-preview.sh um Playwright-MCP-/Headless-Chrome-Reaping (Alters-Schwelle 6h, nur verwaiste/überalterte) erweitern + Timer-Anbindung","agent-browser-reap: ui-preview.sh um Playwright-MCP-/Headless-Chrome-Reaping (Alters-Schwelle 6h, nur verwaiste/überalterte) erweitern + Timer-Anbindung","agent-browser-reap: ui-preview.sh um Playwright-MCP-/Headless-Chrome-Reaping (Alters-Schwelle 6h, nur verwaiste/überalterte) erweitern + Timer-Anbindung",MATCH
t_db91974a,status,done,done,done,MATCH
t_db91974a,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_db91974a,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_db91974a,priority,0,0,NULL,IMPLICIT_ZERO
t_db91974a,cost_effective_usd,6.335844,6.335844,"$6,34",MATCH
t_db91974a,comment_count,9,9,NULL,OMITTED_NONZERO
t_db91974a,link_parents,1,1,NULL,OMITTED_NONZERO
t_db91974a,link_children,2,2,2,MATCH
t_db91974a,progress,"{""done"": 0, ""total"": 2}","{""done"": 0, ""total"": 2}",0/2,MATCH
t_db91974a,created_at,1783808371,1783808371,NULL,OMITTED_NON_NULL
t_db91974a,started_at,1783809764,1783809764,NULL,OMITTED_NON_NULL
t_db91974a,completed_at,1783813855,1783813855,NULL,OMITTED_NON_NULL
t_db91974a,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_db91974a,last_heartbeat_at,1783813756,1783813756,NULL,OMITTED_NON_NULL
t_d8c20879,title,"Memory-/Disk-Watermark in nightly-audit: Swap>50%, Disk>88%, Prozess>2G RSS außerhalb Cap → eine Discord-Zeile (bestehender Report-Kanal, kein neuer Service)","Memory-/Disk-Watermark in nightly-audit: Swap>50%, Disk>88%, Prozess>2G RSS außerhalb Cap → eine Discord-Zeile (bestehender Report-Kanal, kein neuer Service)","Memory-/Disk-Watermark in nightly-audit: Swap>50%, Disk>88%, Prozess>2G RSS außerhalb Cap → eine Discord-Zeile (bestehender Report-Kanal, kein neuer Service)",MATCH
t_d8c20879,status,done,done,done,MATCH
t_d8c20879,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_d8c20879,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_d8c20879,priority,0,0,NULL,IMPLICIT_ZERO
t_d8c20879,cost_effective_usd,3.1432315,3.1432315,"$3,14",MATCH
t_d8c20879,comment_count,3,3,NULL,OMITTED_NONZERO
t_d8c20879,link_parents,1,1,NULL,OMITTED_NONZERO
t_d8c20879,link_children,2,2,2,MATCH
t_d8c20879,progress,"{""done"": 0, ""total"": 2}","{""done"": 0, ""total"": 2}",0/2,MATCH
t_d8c20879,created_at,1783808371,1783808371,NULL,OMITTED_NON_NULL
t_d8c20879,started_at,1783817649,1783817649,NULL,OMITTED_NON_NULL
t_d8c20879,completed_at,1783819541,1783819541,NULL,OMITTED_NON_NULL
t_d8c20879,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d8c20879,last_heartbeat_at,1783819529,1783819529,NULL,OMITTED_NON_NULL
t_20e7e534,title,hermes-mcp.service: After=/Wants=-Ordering (oder Health-Wait) auf hermes-gateway ergänzen,hermes-mcp.service: After=/Wants=-Ordering (oder Health-Wait) auf hermes-gateway ergänzen,hermes-mcp.service: After=/Wants=-Ordering (oder Health-Wait) auf hermes-gateway ergänzen,MATCH
t_20e7e534,status,done,done,done,MATCH
t_20e7e534,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_20e7e534,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_20e7e534,priority,0,0,NULL,IMPLICIT_ZERO
t_20e7e534,cost_effective_usd,0.20604000000000003,0.20604000000000003,"$0,21",MATCH
t_20e7e534,comment_count,0,0,NULL,IMPLICIT_ZERO
t_20e7e534,link_parents,0,0,NULL,IMPLICIT_ZERO
t_20e7e534,link_children,3,3,3,MATCH
t_20e7e534,progress,"{""done"": 0, ""total"": 3}","{""done"": 0, ""total"": 3}",0/3,MATCH
t_20e7e534,created_at,1783808394,1783808394,NULL,OMITTED_NON_NULL
t_20e7e534,started_at,1783819650,1783819650,NULL,OMITTED_NON_NULL
t_20e7e534,completed_at,1783834833,1783834833,NULL,OMITTED_NON_NULL
t_20e7e534,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_20e7e534,last_heartbeat_at,1783819657,1783819657,NULL,OMITTED_NON_NULL
t_3ebf0962,title,Gateway-Exit-Diagnose: beim Prozessende Exit-Grund-Kategorie loggen (compression/api-interrupt/oom-nah/regulär) — kleinste sinnvolle Instrumentierung im Gateway-Shutdown-Pfad,Gateway-Exit-Diagnose: beim Prozessende Exit-Grund-Kategorie loggen (compression/api-interrupt/oom-nah/regulär) — kleinste sinnvolle Instrumentierung im Gateway-Shutdown-Pfad,Gateway-Exit-Diagnose: beim Prozessende Exit-Grund-Kategorie loggen (compression/api-interrupt/oom-nah/regulär) — kleinste sinnvolle Instrumentierung im Gateway-Shutdown-Pfad,MATCH
t_3ebf0962,status,done,done,done,MATCH
t_3ebf0962,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_3ebf0962,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_3ebf0962,priority,0,0,NULL,IMPLICIT_ZERO
t_3ebf0962,cost_effective_usd,8.003039,8.003039,"$8,00",MATCH
t_3ebf0962,comment_count,5,5,NULL,OMITTED_NONZERO
t_3ebf0962,link_parents,0,0,NULL,IMPLICIT_ZERO
t_3ebf0962,link_children,3,3,3,MATCH
t_3ebf0962,progress,"{""done"": 0, ""total"": 3}","{""done"": 0, ""total"": 3}",0/3,MATCH
t_3ebf0962,created_at,1783808394,1783808394,NULL,OMITTED_NON_NULL
t_3ebf0962,started_at,1783837305,1783837305,NULL,OMITTED_NON_NULL
t_3ebf0962,completed_at,1783838869,1783838869,NULL,OMITTED_NON_NULL
t_3ebf0962,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_3ebf0962,last_heartbeat_at,1783838816,1783838816,NULL,OMITTED_NON_NULL
t_f39a616a,title,Terminal-Deck: PTY-Resize vereinheitlichen — TerminalPane nutzt geteilten formatPtyResize-Helper (2x/4x-Resize-Bug),Terminal-Deck: PTY-Resize vereinheitlichen — TerminalPane nutzt geteilten formatPtyResize-Helper (2x/4x-Resize-Bug),Terminal-Deck: PTY-Resize vereinheitlichen — TerminalPane nutzt geteilten formatPtyResize-Helper (2x/4x-Resize-Bug),MATCH
t_f39a616a,status,done,done,done,MATCH
t_f39a616a,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_f39a616a,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_f39a616a,priority,0,0,NULL,IMPLICIT_ZERO
t_f39a616a,cost_effective_usd,2.2413570000000003,2.2413570000000003,"$2,24",MATCH
t_f39a616a,comment_count,9,9,NULL,OMITTED_NONZERO
t_f39a616a,link_parents,1,1,NULL,OMITTED_NONZERO
t_f39a616a,link_children,0,0,NULL,IMPLICIT_ZERO
t_f39a616a,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_f39a616a,created_at,1783808642,1783808642,NULL,OMITTED_NON_NULL
t_f39a616a,started_at,1783819674,1783819674,NULL,OMITTED_NON_NULL
t_f39a616a,completed_at,1783829302,1783829302,NULL,OMITTED_NON_NULL
t_f39a616a,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_f39a616a,last_heartbeat_at,1783829257,1783829257,NULL,OMITTED_NON_NULL
t_248a999e,title,Adversarial Review: Sicherheitslücken bei modellfreiem Loop-Autoland,Adversarial Review: Sicherheitslücken bei modellfreiem Loop-Autoland,Adversarial Review: Sicherheitslücken bei modellfreiem Loop-Autoland,MATCH
t_248a999e,status,done,done,done,MATCH
t_248a999e,assignee,critic,critic,C,PARTIAL_INITIAL_ONLY
t_248a999e,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_248a999e,priority,0,0,NULL,IMPLICIT_ZERO
t_248a999e,cost_effective_usd,2.5074014999999994,2.5074014999999994,"$2,51",MATCH
t_248a999e,comment_count,1,1,NULL,OMITTED_NONZERO
t_248a999e,link_parents,0,0,NULL,IMPLICIT_ZERO
t_248a999e,link_children,1,1,1,MATCH
t_248a999e,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_248a999e,created_at,1783811845,1783811845,NULL,OMITTED_NON_NULL
t_248a999e,started_at,1783820780,1783820780,NULL,OMITTED_NON_NULL
t_248a999e,completed_at,1783821257,1783821257,NULL,OMITTED_NON_NULL
t_248a999e,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_248a999e,last_heartbeat_at,1783821217,1783821217,NULL,OMITTED_NON_NULL
t_84d271e5,title,Konflikt-Fixer Kette t_56adaae8 (Versuch 1/2),Konflikt-Fixer Kette t_56adaae8 (Versuch 1/2),Konflikt-Fixer Kette t_56adaae8 (Versuch 1/2),MATCH
t_84d271e5,status,done,done,done,MATCH
t_84d271e5,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_84d271e5,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_84d271e5,priority,0,0,NULL,IMPLICIT_ZERO
t_84d271e5,cost_effective_usd,0.6542965,0.6542965,"$0,65",MATCH
t_84d271e5,comment_count,3,3,NULL,OMITTED_NONZERO
t_84d271e5,link_parents,0,0,NULL,IMPLICIT_ZERO
t_84d271e5,link_children,0,0,NULL,IMPLICIT_ZERO
t_84d271e5,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_84d271e5,created_at,1783811902,1783811902,NULL,OMITTED_NON_NULL
t_84d271e5,started_at,1783811963,1783811963,NULL,OMITTED_NON_NULL
t_84d271e5,completed_at,1783813075,1783813075,NULL,OMITTED_NON_NULL
t_84d271e5,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_84d271e5,last_heartbeat_at,1783813053,1783813053,NULL,OMITTED_NON_NULL
t_19336b98,title,Entkopple das Frontend-Gate vom Shared-node_modules-Zustand,Entkopple das Frontend-Gate vom Shared-node_modules-Zustand,Entkopple das Frontend-Gate vom Shared-node_modules-Zustand,MATCH
t_19336b98,status,done,done,done,MATCH
t_19336b98,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_19336b98,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_19336b98,priority,0,0,NULL,IMPLICIT_ZERO
t_19336b98,cost_effective_usd,5.36307,5.36307,"$5,36",MATCH
t_19336b98,comment_count,7,7,NULL,OMITTED_NONZERO
t_19336b98,link_parents,1,1,NULL,OMITTED_NONZERO
t_19336b98,link_children,2,2,2,MATCH
t_19336b98,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_19336b98,created_at,1783813332,1783813332,NULL,OMITTED_NON_NULL
t_19336b98,started_at,1783821984,1783821984,NULL,OMITTED_NON_NULL
t_19336b98,completed_at,1783824362,1783824362,NULL,OMITTED_NON_NULL
t_19336b98,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_19336b98,last_heartbeat_at,1783824347,1783824347,NULL,OMITTED_NON_NULL
